"";"classe 1";"classe 2";"classe 3"
"produtividade";3,409;-1,149;-1,027
"primordial";3,409;-1,149;-1,027
"primeva";-2,641;-1,149;8,767
"presuncao";-0,219;-1,149;2,677
"prestigioso";3,409;-1,149;-1,027
"preste";3,409;-1,149;-1,027
"presidiar";3,409;-1,149;-1,027
"pres";3,409;-1,149;-1,027
"preponderancia";3,409;-1,149;-1,027
"preparo";-2,641;-1,149;8,767
"preparatorio";-0,219;0,048;0,097
"prelio";0,475;-1,149;0,097
"pregar";3,409;-1,149;-1,027
"predial";3,409;-1,149;-1,027
"preclusao";-0,219;-1,149;2,677
"potest";3,409;-1,149;-1,027
"porta";3,409;-1,149;-1,027
"pontificar";-2,641;2,277;0,097
"polarizacao";3,409;-1,149;-1,027
"placido";3,409;-1,149;-1,027
"pics";-0,219;-1,149;2,677
"pesticida";3,409;-1,149;-1,027
"pesado";3,409;-1,149;-1,027
"perverso";3,409;-1,149;-1,027
"personalista";3,409;-1,149;-1,027
"perseveranca";-2,641;7,837;-1,027
"perquirir";-2,641;0,048;2,677
"perimetrico";3,409;-1,149;-1,027
"perguntar";3,409;-1,149;-1,027
"perecimento";-0,219;-1,149;2,677
"pavimentacao";0,475;-1,149;0,097
"paula";-2,641;-1,149;8,767
"patrocinar";-0,219;0,048;0,097
"patentear";-0,219;0,048;0,097
"parquet";-0,219;0,048;0,097
"parodiar";0,475;0,048;-1,027
"paralisado";0,475;-1,149;0,097
"paraiso";-2,641;0,048;2,677
"paper";-0,219;0,048;0,097
"padronizar";3,409;-1,149;-1,027
"our";3,409;-1,149;-1,027
"oscilacao";-0,219;-1,149;2,677
"orotraqueal";0,475;0,048;-1,027
"ordenacao";-0,219;2,277;-1,027
"oponivel";0,475;-1,149;0,097
"omisso";-2,641;0,048;2,677
"olimpico";3,409;-1,149;-1,027
"olho";3,409;-1,149;-1,027
"og";-2,641;0,048;2,677
"ofensiva";-0,219;0,048;0,097
"octavio";-2,641;2,277;0,097
"obstativa";-2,641;2,277;0,097
"nutricional";3,409;-1,149;-1,027
"normalizacao";3,409;-1,149;-1,027
"nomem";-2,641;-1,149;8,767
"neutralizante";3,409;-1,149;-1,027
"nemo";3,409;-1,149;-1,027
"negacionista";3,409;-1,149;-1,027
"nativo";3,409;-1,149;-1,027
"nascido";3,409;-1,149;-1,027
"narajulia";-2,641;-1,149;8,767
"n14";-0,219;-1,149;2,677
"mutuar";3,409;-1,149;-1,027
"mutabilidade";0,475;-1,149;0,097
"muscular";3,409;-1,149;-1,027
"municipalizar";3,409;-1,149;-1,027
"municipalidade";3,409;-1,149;-1,027
"multiplicar";3,409;-1,149;-1,027
"mrna";3,409;-1,149;-1,027
"motor";3,409;-1,149;-1,027
"monopolio";0,475;0,048;-1,027
"monocraticos";-2,641;7,837;-1,027
"monitorados";3,409;-1,149;-1,027
"monitorada";0,475;-1,149;0,097
"modulo";3,409;-1,149;-1,027
"modular";0,475;0,048;-1,027
"moderado";3,409;-1,149;-1,027
"modelagem";3,409;-1,149;-1,027
"mma";3,409;-1,149;-1,027
"miranda";-2,641;-1,149;8,767
"mingua";-2,641;2,277;0,097
"minerarios";0,475;-1,149;0,097
"militancia";3,409;-1,149;-1,027
"milicia";-2,641;-1,149;8,767
"metroviario";3,409;-1,149;-1,027
"metalurgico";0,475;-1,149;0,097
"mensalidade";3,409;-1,149;-1,027
"menino";3,409;-1,149;-1,027
"memorando";3,409;-1,149;-1,027
"meirelles";-0,219;2,277;-1,027
"mediato";-0,219;0,048;0,097
"mato";3,409;-1,149;-1,027
"massaranduba";-0,219;-1,149;2,677
"marinoni";-2,641;2,277;0,097
"manipulacao";3,409;-1,149;-1,027
"malogro";-2,641;7,837;-1,027
"majorar";0,475;0,048;-1,027
"macro";3,409;-1,149;-1,027
"macico";3,409;-1,149;-1,027
"lxi";3,409;-1,149;-1,027
"luva";3,409;-1,149;-1,027
"luta";0,475;-1,149;0,097
"lrf";3,409;-1,149;-1,027
"lotacao";3,409;-1,149;-1,027
"londres";3,409;-1,149;-1,027
"locucao";0,475;-1,149;0,097
"litteris";-2,641;0,048;2,677
"litisconsorcial";-2,641;-1,149;8,767
"litigante";-2,641;0,048;2,677
"lingua";3,409;-1,149;-1,027
"liderar";3,409;-1,149;-1,027
"lideranca";0,475;-1,149;0,097
"lidar";3,409;-1,149;-1,027
"libertador";3,409;-1,149;-1,027
"liame";-0,219;2,277;-1,027
"leste";0,475;-1,149;0,097
"lesbico";3,409;-1,149;-1,027
"lento";3,409;-1,149;-1,027
"leading";-2,641;-1,149;8,767
"lavrar";-0,219;2,277;-1,027
"lastrear";0,475;0,048;-1,027
"laboratorial";3,409;-1,149;-1,027
"km";3,409;-1,149;-1,027
"já";-2,641;2,277;0,097
"justificador";-2,641;2,277;0,097
"justicar";3,409;-1,149;-1,027
"juizado";-2,641;-1,149;8,767
"judice";-2,641;2,277;0,097
"ivanenko";-2,641;-1,149;8,767
"irromper";-2,641;7,837;-1,027
"irreversibilidade";3,409;-1,149;-1,027
"irresignada";-2,641;7,837;-1,027
"irrelevancia";-2,641;0,048;2,677
"irredutibilidade";-2,641;2,277;0,097
"irrazoavel";3,409;-1,149;-1,027
"invocavel";-2,641;7,837;-1,027
"invasivo";0,475;0,048;-1,027
"intuitivo";3,409;-1,149;-1,027
"intimidar";3,409;-1,149;-1,027
"intersexo";3,409;-1,149;-1,027
"interpretaçao";-2,641;0,048;2,677
"internalizada";3,409;-1,149;-1,027
"intermunicipal";3,409;-1,149;-1,027
"intermediar";3,409;-1,149;-1,027
"interino";-0,219;-1,149;2,677
"interfone";3,409;-1,149;-1,027
"interditar";0,475;0,048;-1,027
"inter";-0,219;-1,149;2,677
"intento";3,409;-1,149;-1,027
"intensidade";0,475;0,048;-1,027
"intelectual";0,475;-1,149;0,097
"instrutoria";-2,641;0,048;2,677
"instrumentalizam";-0,219;-1,149;2,677
"instrumentalidade";-2,641;7,837;-1,027
"instituidor";-0,219;-1,149;2,677
"instauraçao";-2,641;7,837;-1,027
"inspirar";-0,219;2,277;-1,027
"insindicavel";0,475;-1,149;0,097
"insatisfacao";3,409;-1,149;-1,027
"inquisitorio";0,475;0,048;-1,027
"inquinar";-2,641;-1,149;8,767
"inpi";3,409;-1,149;-1,027
"injustica";3,409;-1,149;-1,027
"injecao";3,409;-1,149;-1,027
"informal";3,409;-1,149;-1,027
"inflamatorio";3,409;-1,149;-1,027
"infectocontagiosas";3,409;-1,149;-1,027
"infeciosas";3,409;-1,149;-1,027
"infeccioso";3,409;-1,149;-1,027
"ineditismo";-2,641;-1,149;8,767
"indigitar";0,475;-1,149;0,097
"indexacao";3,409;-1,149;-1,027
"indelegaveis";3,409;-1,149;-1,027
"incorreto";0,475;0,048;-1,027
"incontestavel";0,475;0,048;-1,027
"incongruente";-2,641;7,837;-1,027
"inconcebivel";0,475;-1,149;0,097
"incognoscivel";-2,641;7,837;-1,027
"incipiente";0,475;-1,149;0,097
"incindivel";-2,641;7,837;-1,027
"inaplicavel";-2,641;2,277;0,097
"inacao";0,475;0,048;-1,027
"imunogenicidade";3,409;-1,149;-1,027
"impunidade";3,409;-1,149;-1,027
"impugnavam";-2,641;7,837;-1,027
"impressionar";0,475;-1,149;0,097
"impressao";3,409;-1,149;-1,027
"implantar";3,409;-1,149;-1,027
"impetrantes";0,475;-1,149;0,097
"impeditivo";-0,219;-1,149;2,677
"immunobridging";3,409;-1,149;-1,027
"imigrante";-2,641;2,277;0,097
"imbricar";0,475;0,048;-1,027
"ilimitado";-0,219;-1,149;2,677
"ignorado";0,475;-1,149;0,097
"identificador";3,409;-1,149;-1,027
"há";-2,641;7,837;-1,027
"hotel";3,409;-1,149;-1,027
"horizontal";-0,219;2,277;-1,027
"homenagear";-0,219;2,277;-1,027
"holmes";3,409;-1,149;-1,027
"holistico";-2,641;7,837;-1,027
"hipertensao";3,409;-1,149;-1,027
"hibernar";3,409;-1,149;-1,027
"hermeneutico";0,475;0,048;-1,027
"hely";-0,219;2,277;-1,027
"hash";3,409;-1,149;-1,027
"habitar";3,409;-1,149;-1,027
"habilis";-2,641;7,837;-1,027
"guedes";-0,219;-1,149;2,677
"grileiro";3,409;-1,149;-1,027
"greve";-0,219;0,048;0,097
"gratuidade";3,409;-1,149;-1,027
"grandeza";0,475;0,048;-1,027
"gozar";0,475;0,048;-1,027
"google";3,409;-1,149;-1,027
"golpe";0,475;-1,149;0,097
"gigantesco";3,409;-1,149;-1,027
"giac";3,409;-1,149;-1,027
"gestacao";3,409;-1,149;-1,027
"geeignetheit";-2,641;2,277;0,097
"gay";3,409;-1,149;-1,027
"garga";-2,641;2,277;0,097
"ganho";3,409;-1,149;-1,027
"gallotti";-2,641;2,277;0,097
"fundamentalidade";-0,219;2,277;-1,027
"fundacional";3,409;-1,149;-1,027
"fukuyama";3,409;-1,149;-1,027
"frustrado";0,475;-1,149;0,097
"freitas";3,409;-1,149;-1,027
"frazao";-2,641;-1,149;8,767
"fraudar";3,409;-1,149;-1,027
"francis";3,409;-1,149;-1,027
"fragmento";-0,219;0,048;0,097
"fragmentar";-2,641;7,837;-1,027
"flora";3,409;-1,149;-1,027
"finalizacao";3,409;-1,149;-1,027
"fidedigno";0,475;-1,149;0,097
"ferroviario";3,409;-1,149;-1,027
"ferimento";-2,641;0,048;2,677
"feijao";-0,219;-1,149;2,677
"fauna";3,409;-1,149;-1,027
"fascismo";3,409;-1,149;-1,027
"farto";-2,641;0,048;2,677
"farmacia";3,409;-1,149;-1,027
"faltante";-0,219;2,277;-1,027
"fafen";3,409;-1,149;-1,027
"factum";3,409;-1,149;-1,027
"factual";0,475;0,048;-1,027
"facie";-2,641;7,837;-1,027
"facial";3,409;-1,149;-1,027
"facere";-2,641;7,837;-1,027
"externar";-0,219;0,048;0,097
"externalidade";3,409;-1,149;-1,027
"exteriorizar";-0,219;2,277;-1,027
"expulsar";0,475;-1,149;0,097
"expositor";3,409;-1,149;-1,027
"expecam";0,475;-1,149;0,097
"exegetico";-2,641;7,837;-1,027
"exa";-0,219;-1,149;2,677
"etico";0,475;-1,149;0,097
"estudar";3,409;-1,149;-1,027
"estudantil";3,409;-1,149;-1,027
"estruturado";3,409;-1,149;-1,027
"estilo";0,475;-1,149;0,097
"estendido";-0,219;-1,149;2,677
"estatistico";3,409;-1,149;-1,027
"est";-2,641;0,048;2,677
"espinhoso";3,409;-1,149;-1,027
"especulacao";0,475;0,048;-1,027
"espalhar";3,409;-1,149;-1,027
"escrupuloso";3,409;-1,149;-1,027
"escritura";0,475;-1,149;0,097
"esclarecedor";-2,641;0,048;2,677
"erradicacao";3,409;-1,149;-1,027
"erforderlichkeit";-0,219;0,048;0,097
"equilibrar";3,409;-1,149;-1,027
"episodio";0,475;-1,149;0,097
"epi";3,409;-1,149;-1,027
"envidar";3,409;-1,149;-1,027
"entrave";3,409;-1,149;-1,027
"entesouramento";3,409;-1,149;-1,027
"entabular";0,475;-1,149;0,097
"entabulados";3,409;-1,149;-1,027
"ensejarem";-2,641;0,048;2,677
"ensejadores";3,409;-1,149;-1,027
"engajamento";3,409;-1,149;-1,027
"enfasar";3,409;-1,149;-1,027
"eney";-2,641;-1,149;8,767
"encartar";3,409;-1,149;-1,027
"encarregado";3,409;-1,149;-1,027
"encarceramento";3,409;-1,149;-1,027
"encadear";3,409;-1,149;-1,027
"emergency";3,409;-1,149;-1,027
"embate";3,409;-1,149;-1,027
"embaixador";3,409;-1,149;-1,027
"elucidativo";0,475;-1,149;0,097
"elucidar";-0,219;0,048;0,097
"elucidacao";-0,219;-1,149;2,677
"eliminatoria";3,409;-1,149;-1,027
"elencou";-0,219;2,277;-1,027
"eg";3,409;-1,149;-1,027
"educativo";3,409;-1,149;-1,027
"edcl";-2,641;0,048;2,677
"ecr";0,475;-1,149;0,097
"economicidade";3,409;-1,149;-1,027
"ecologico";3,409;-1,149;-1,027
"eca";3,409;-1,149;-1,027
"eapv";3,409;-1,149;-1,027
"dvds";3,409;-1,149;-1,027
"drive";3,409;-1,149;-1,027
"dogmatico";-0,219;0,048;0,097
"documentar";3,409;-1,149;-1,027
"divisivel";3,409;-1,149;-1,027
"ditar";3,409;-1,149;-1,027
"distorcao";3,409;-1,149;-1,027
"dissociar";-0,219;2,277;-1,027
"dispensacao";3,409;-1,149;-1,027
"dispendio";3,409;-1,149;-1,027
"discutivel";-0,219;-1,149;2,677
"discordar";0,475;-1,149;0,097
"discordancia";0,475;-1,149;0,097
"dirad";3,409;-1,149;-1,027
"dinamico";3,409;-1,149;-1,027
"dimo";3,409;-1,149;-1,027
"difundir";3,409;-1,149;-1,027
"diferencial";-0,219;-1,149;2,677
"determin";0,475;-1,149;0,097
"desvelar";3,409;-1,149;-1,027
"desprezo";0,475;-1,149;0,097
"desprezar";3,409;-1,149;-1,027
"despido";-2,641;7,837;-1,027
"desobrigar";0,475;-1,149;0,097
"desnaturar";-0,219;0,048;0,097
"desfigurado";-2,641;2,277;0,097
"desfeito";0,475;-1,149;0,097
"desejo";0,475;-1,149;0,097
"descura";-2,641;7,837;-1,027
"descortinar";3,409;-1,149;-1,027
"desconfianca";0,475;-1,149;0,097
"desarrazoar";0,475;-1,149;0,097
"desapropriar";3,409;-1,149;-1,027
"desalento";3,409;-1,149;-1,027
"desacreditar";0,475;0,048;-1,027
"desaconselhar";3,409;-1,149;-1,027
"derrubar";3,409;-1,149;-1,027
"derrota";0,475;0,048;-1,027
"demasiado";0,475;0,048;-1,027
"delinquencia";3,409;-1,149;-1,027
"deficitario";0,475;-1,149;0,097
"defasagem";3,409;-1,149;-1,027
"dedicacao";-0,219;0,048;0,097
"decidendi";-2,641;0,048;2,677
"debito";0,475;0,048;-1,027
"davacina";3,409;-1,149;-1,027
"dataprev";3,409;-1,149;-1,027
"curado";-2,641;-1,149;8,767
"cultivar";3,409;-1,149;-1,027
"culposo";-0,219;2,277;-1,027
"cuidador";3,409;-1,149;-1,027
"cuiaba";3,409;-1,149;-1,027
"ctai";3,409;-1,149;-1,027
"crucial";3,409;-1,149;-1,027
"criterioso";0,475;0,048;-1,027
"criminalidade";3,409;-1,149;-1,027
"credencial";3,409;-1,149;-1,027
"cov2";3,409;-1,149;-1,027
"correio";3,409;-1,149;-1,027
"corrego";-0,219;-1,149;2,677
"corpus";-2,641;7,837;-1,027
"corporativo";3,409;-1,149;-1,027
"coreia";3,409;-1,149;-1,027
"coordenador";3,409;-1,149;-1,027
"conversacao";3,409;-1,149;-1,027
"controverter";-2,641;2,277;0,097
"contrapeso";3,409;-1,149;-1,027
"contrapartida";0,475;-1,149;0,097
"contingente";3,409;-1,149;-1,027
"contingenciar";3,409;-1,149;-1,027
"contingenciamentos";0,475;-1,149;0,097
"continental";0,475;-1,149;0,097
"continencia";-2,641;-1,149;8,767
"contestacao";3,409;-1,149;-1,027
"contemporaneidade";-2,641;2,277;0,097
"consubstanciem";-0,219;2,277;-1,027
"constranger";3,409;-1,149;-1,027
"constitucionalismo";-0,219;2,277;-1,027
"conjugacao";-2,641;2,277;0,097
"confidencialidade";3,409;-1,149;-1,027
"condigno";-0,219;-1,149;2,677
"conclamar";3,409;-1,149;-1,027
"conciliar";-0,219;-1,149;2,677
"concessivo";-0,219;0,048;0,097
"concentrador";3,409;-1,149;-1,027
"conceitual";0,475;0,048;-1,027
"compressor";3,409;-1,149;-1,027
"comprar";0,475;-1,149;0,097
"complicacao";3,409;-1,149;-1,027
"competitividade";3,409;-1,149;-1,027
"compatibilizar";0,475;-1,149;0,097
"compatibilizacao";3,409;-1,149;-1,027
"compasso";-2,641;-1,149;8,767
"comodo";-0,219;2,277;-1,027
"comicio";3,409;-1,149;-1,027
"combinacao";3,409;-1,149;-1,027
"colapsar";3,409;-1,149;-1,027
"colacionou";-0,219;-1,149;2,677
"colacionados";-0,219;0,048;0,097
"colaborador";0,475;-1,149;0,097
"coexistencia";-2,641;0,048;2,677
"coatoras";0,475;-1,149;0,097
"coativo";0,475;0,048;-1,027
"cnn";3,409;-1,149;-1,027
"cndh";-2,641;-1,149;8,767
"clube";-0,219;0,048;0,097
"circunstancial";3,409;-1,149;-1,027
"circunstanciado";0,475;-1,149;0,097
"cipriano";-2,641;-1,149;8,767
"choco";0,475;-1,149;0,097
"chico";3,409;-1,149;-1,027
"chicago";-0,219;0,048;0,097
"chave";3,409;-1,149;-1,027
"chargista";0,475;0,048;-1,027
"chancelar";-0,219;-1,149;2,677
"chancelando";3,409;-1,149;-1,027
"certificar";3,409;-1,149;-1,027
"certificador";3,409;-1,149;-1,027
"cercear";3,409;-1,149;-1,027
"censo";3,409;-1,149;-1,027
"cedico";-0,219;0,048;0,097
"cdh";3,409;-1,149;-1,027
"cd";3,409;-1,149;-1,027
"causalidade";3,409;-1,149;-1,027
"categorizado";0,475;0,048;-1,027
"carregamento";3,409;-1,149;-1,027
"carreata";3,409;-1,149;-1,027
"carioca";3,409;-1,149;-1,027
"carente";0,475;-1,149;0,097
"carcinogenico";3,409;-1,149;-1,027
"cancerigeno";3,409;-1,149;-1,027
"campus";3,409;-1,149;-1,027
"caminhoneiro";3,409;-1,149;-1,027
"caminhada";3,409;-1,149;-1,027
"camilo";-0,219;-1,149;2,677
"camera";-0,219;-1,149;2,677
"calculo";3,409;-1,149;-1,027
"calafrio";3,409;-1,149;-1,027
"cadunico";3,409;-1,149;-1,027
"caderneta";3,409;-1,149;-1,027
"cadastramento";3,409;-1,149;-1,027
"cabo";3,409;-1,149;-1,027
"bundesverfassungsgericht";-0,219;-1,149;2,677
"brigada";3,409;-1,149;-1,027
"braziliense";3,409;-1,149;-1,027
"braco";3,409;-1,149;-1,027
"bomba";3,409;-1,149;-1,027
"bolivia";3,409;-1,149;-1,027
"boletim";3,409;-1,149;-1,027
"bissexual";3,409;-1,149;-1,027
"biodiversidade";3,409;-1,149;-1,027
"bingo";-2,641;7,837;-1,027
"benjamin";-0,219;-1,149;2,677
"benefico";3,409;-1,149;-1,027
"benedito";-2,641;0,048;2,677
"banho";0,475;-1,149;0,097
"balanco";3,409;-1,149;-1,027
"avultar";3,409;-1,149;-1,027
"avenca";3,409;-1,149;-1,027
"autoexecutorio";3,409;-1,149;-1,027
"australia";3,409;-1,149;-1,027
"auferir";3,409;-1,149;-1,027
"auditabilidade";3,409;-1,149;-1,027
"atuante";3,409;-1,149;-1,027
"atrativo";0,475;-1,149;0,097
"atracao";-2,641;-1,149;8,767
"assusete";-2,641;-1,149;8,767
"assis";-2,641;-1,149;8,767
"assintomatico";3,409;-1,149;-1,027
"assentamento";3,409;-1,149;-1,027
"asbesto";3,409;-1,149;-1,027
"arrolar";-0,219;-1,149;2,677
"arrebatador";3,409;-1,149;-1,027
"aquaviario";3,409;-1,149;-1,027
"aprimorar";0,475;-1,149;0,097
"apelo";-0,219;-1,149;2,677
"aparecimento";3,409;-1,149;-1,027
"aparecer";3,409;-1,149;-1,027
"anuir";-2,641;-1,149;8,767
"antepor";-2,641;7,837;-1,027
"antagonico";-0,219;2,277;-1,027
"angustiar";3,409;-1,149;-1,027
"angulo";-0,219;2,277;-1,027
"anarquismo";3,409;-1,149;-1,027
"anao";3,409;-1,149;-1,027
"amicus";-0,219;-1,149;2,677
"ambiguo";-2,641;0,048;2,677
"ambientalista";3,409;-1,149;-1,027
"alvim";0,475;-1,149;0,097
"almedina";3,409;-1,149;-1,027
"allan";3,409;-1,149;-1,027
"alinhavar";-2,641;7,837;-1,027
"alicercar";3,409;-1,149;-1,027
"alcada";3,409;-1,149;-1,027
"alargar";0,475;-1,149;0,097
"ajuizarem";-2,641;0,048;2,677
"air";3,409;-1,149;-1,027
"aio";3,409;-1,149;-1,027
"agronomico";3,409;-1,149;-1,027
"agronegocio";3,409;-1,149;-1,027
"agricultor";3,409;-1,149;-1,027
"agressor";3,409;-1,149;-1,027
"aglomerem";3,409;-1,149;-1,027
"agilidade";3,409;-1,149;-1,027
"agendar";0,475;-1,149;0,097
"africar";3,409;-1,149;-1,027
"aflitivo";0,475;0,048;-1,027
"advocaticio";3,409;-1,149;-1,027
"actum";0,475;-1,149;0,097
"acostada";-2,641;-1,149;8,767
"acionador";-2,641;7,837;-1,027
"acessados";3,409;-1,149;-1,027
"acauteladoras";-2,641;-1,149;8,767
"acampamento";-0,219;-1,149;2,677
"abreu";3,409;-1,149;-1,027
"abrampa";-2,641;-1,149;8,767
"abortar";0,475;0,048;-1,027
"abolicao";3,409;-1,149;-1,027
"aberracao";0,475;0,048;-1,027
"abelardo";-2,641;-1,149;8,767
"abater";3,409;-1,149;-1,027
"abastecer";3,409;-1,149;-1,027
"4a";-2,641;-1,149;8,767
"2021conjur";3,409;-1,149;-1,027
"10h";0,475;-1,149;0,097
"a";19,496;-4,941;-7,69
"ser";95,059;-56,446;-11,897
"em";0,481;-81,463;71,765
"o";-28,095;2,787;18,961
"que";27,427;0,735;-47,274
"nao";-358,06;364,406;4,269
"ao";1,335;-21,791;12,037
"n";-178,821;19,688;115,652
"com";38,712;-46,811;-0,01
"como";-3,414;79,099;-49,211
"outro";-161,114;736,688;-177,752
"poder";9,23;16,574;-58,637
"ter";-0,249;6,945;-4,555
"s";-8,9;-20,838;65,638
"estado";102,118;-56,201;-14,999
"ir";5,277;-1,578;-1,796
"meio";-260,155;1020,423;-205,298
"estar";0,989;3,667;-9,637
"haver";-31,099;83,384;-8,94
"qual";-2,033;-2,516;10,633
"uma";49,382;-9,83;-23,293
"um";99,264;-1,744;-101,015
"sobre";34,475;-1,463;-30,032
"todo";67,299;-46,359;-5,77
"seu";-2,584;-25,531;49,388
"i";-1,392;-22,449;38,622
"contra";5,262;-45,104;18,219
"qualquer";-4,705;120,47;-77,166
"mesmo";-33,808;26,483;1,887
"sem";16,201;-42,025;4,191
"ainda";4,749;-0,019;-5,537
"bem";77,441;-57,107;-5,367
"mais";151,942;-71,487;-29,506
"ver";-0,005;-5,947;6,688
"ja";-1,772;4,653;-0,477
"assim";-11,408;3,411;3,885
"quando";-106,92;286,947;-30,826
"fazer";0,117;-1,616;0,834
"tambem";7,351;0,008;-10,198
"tal";6,399;5,82;-28,867
"entre";28,143;-0,203;-31,481
"parte";-3,986;-0,093;6,751
"quanto";-0,064;-0,258;0,656
"fim";0,81;-6,108;2,272
"sob";-0,797;3,469;-0,792
"esse";-8,384;47,977;-14,408
"apenas";-0,294;-1,495;3,52
"essa";-9,509;9,051;0,195
"segundo";3,235;-7,865;0,672
"isso";0,27;0,74;-2,186
"p";-1,278;6,254;-1,621
"este";-17,505;4,286;7,099
"v";-1,527;2,697;-0,074
"desde";-2,642;55,717;-33,663
"demais";-15,2;55,922;-10,328
"primeiro";-0,024;-3,975;4,943
"inclusive";5,233;0,015;-7,544
"somente";-26,206;36,788;-0,134
"ele";13,882;-0,654;-11,802
"valor";105,366;-22,73;-47,02
"r";0,03;-16,461;15,744
"d";-0,323;-56,011;69,452
"ante";-78,021;0,762;84,943
"porque";-0,483;0,695;-0,004
"dizer";42,942;-10,224;-17,805
"mediante";4,759;-0,339;-3,608
"diante";-0,527;-0,011;0,877
"cada";45,774;-11,927;-17,641
"perante";-98,415;86,85;3,205
"ela";-0,029;0,116;-0,024
"trabalho";21,921;-3,229;-12,359
"in";-37,033;45,189;0,004
"cuja";-8,455;5,194;0,979
"ademais";-1,672;12,582;-4,671
"sempre";-0,21;46,994;-42,416
"iniciar";31,306;-32,275;-0,329
"j";-47,18;79,77;-1,704
"embora";-1,778;-0,858;6,137
"tanto";16,478;-4,079;-6,625
"minha";-57,655;71,484;0
"nosso";-17,652;79,288;-18,76
"especialmente";1,83;1,84;-8,65
"entao";3,603;-13,63;2,615
"menos";12,991;-7,719;-1,624
"lhe";-2,146;4,431;-0,234
"antes";0,037;-6,091;5,356
"cujo";-1,809;-0,166;3,833
"acima";4,252;-0,001;-5,418
"tempo";48,277;-24,627;-8,179
"expressamente";-0,824;-5,144;11,339
"diretamente";-21,24;40,318;-1,543
"sobretudo";76,177;-27,363;-21,364
"muito";15,287;-5,447;-4,328
"m";2,365;-0,124;-1,957
"algum";1,556;0,945;-5,886
"aqui";3,014;0,411;-7
"dentro";79,695;-28,515;-22,451
"eis";-6,083;0,13;6,022
"terceiro";-0,122;-1,92;3,319
"t";-56,492;0,215;66,075
"g";-24,904;49,317;-2,239
"tres";0,701;-0,503;-0,053
"mil";39,503;-18,227;-7,911
"durante";25,597;-24,015;-0,58
"verdadeiro";-4,163;24,034;-7,273
"digitalmente";-78,554;-34,655;262,126
"si";-15,369;36,782;-3,021
"saber";9,793;-1,092;-6,299
"maioria";-0,566;-21,428;31,507
"tampouco";-21,87;46,035;-2,597
"entanto";-1,364;1,346;0,021
"notadamente";7,276;-0,365;-6,091
"especificamente";5,616;-0,623;-3,622
"tao";-3,754;3,53;0,084
"ambos";-1,918;-0,718;6,029
"juridicamente";-42,539;125,137;-16,138
"igualmente";-8,72;3,829;1,882
"nenhum";0,038;-1,219;0,831
"nada";0,8;-4,776;1,488
"exclusivamente";-0,411;2,565;-0,829
"parcialmente";-0,596;-15,188;23,862
"lhes";10,286;0,002;-13,839
"eventualmente";-21,041;56,791;-6,175
"meramente";-18,874;19,304;0,215
"cinco";9,807;-15,12;0,165
"excelencia";-12,924;-1,927;30,699
"povo";39,503;-9,749;-15,921
"legitimamente";-31,226;105,695;-17,279
"independentemente";-0,058;-9,007;11,272
"alegadamente";-26,089;92,621;-16,26
"consoante";-1,373;0,001;1,713
"l";-12,407;-10,803;54,86
"liminarmente";-12,028;8,546;0,939
"cento";35,379;-18,438;-5,767
"efetivamente";0,028;0,999;-1,485
"vinte";32,016;-15,768;-5,767
"preliminarmente";-26,084;-0,554;43,704
"constitucionalmente";13,612;-0,442;-12,543
"regularmente";-36,94;73,928;-3,492
"logo";0,77;-3,169;0,677
"salvo";3,578;-5,547;0,064
"posteriormente";3,083;-5,243;0,116
"quem";0,528;-7,622;4,01
"inicialmente";-1,374;0;1,812
"nome";14,598;-8,879;-1,73
"atraves";5,015;-11,804;0,928
"validamente";-36,051;97,165;-10,533
"anteriormente";-2,87;-7,622;22,789
"trinta";18,724;-15,742;-0,776
"imediatamente";4,421;-11,43;1,131
"apesar";7,37;-5,555;-0,474
"tipo";20,713;-7,28;-5,955
"prontamente";-30,794;91,959;-12,191
"isto";1,804;0,671;-5,658
"abaixo";23,489;-10,311;-5,072
"devidamente";2,269;-0,223;-1,536
"tudo";16,501;-6,751;-3,933
"f";1,092;-0,305;-0,396
"alguma";1,092;-0,837;-0,066
"verdade";-0,19;-0,008;0,35
"sequer";0,514;-2,868;0,843
"pronto";2,382;0,417;-5,905
"h";-2,212;-10,803;25,776
"sim";0,515;-2,189;0,486
"dez";19,33;-13,817;-1,482
"recentemente";-0,017;0,245;-0,129
"oito";10,232;-5,371;-1,646
"quarenta";31,142;-11,894;-8,113
"justamente";3,059;-8,092;0,843
"estritamente";-1,451;14,759;-6,578
"respectivamente";1,538;-5,712;1,069
"sucessivamente";-3,121;-12,279;31,581
"relativamente";6,197;-3,694;-0,769
"quase";21,321;-5,371;-8,451
"plenamente";-10,146;23,057;-1,646
"atualmente";8,089;-3,694;-1,646
"x";13,296;-8,905;-1,234
"ultimo";25,005;-11,125;-5,293
"subsidiariamente";-0,561;-8,905;15,373
"outrossim";-0,561;-0,016;0,971
"nossa";4,281;-0,042;-4,66
"precisamente";-18,597;24,731;-0,028
"pouco";8,951;-4,036;-1,857
"agora";0,281;2,721;-5,293
"xi";10,415;-7,771;-0,694
"supostamente";-0,467;-0,739;2,772
"pro";-4,336;-5,749;23,479
"eminentemente";-0,177;6,977;-4,976
"consequentemente";0,514;-5,914;2,807
"cinquenta";13,841;-8,436;-1,632
"hoje";6,028;-5,556;-0,153
"corrente";2,268;-3,392;0,028
"excepcionalmente";-0,73;8,903;-4,347
